country,year,literacy_rate,gdp_pc,life_exp_yrs,youth_empl_rate,percent_forest_cover,hdi,pop_density
Tajikistan,2009,,2020,69.3,35.0,2.93,0.603,53.4
Tajikistan,2010,,2110,69.6,35.1,2.93,0.608,54.6
Tajikistan,2011,99.7,2210,69.9,36.2,2.93,0.613,55.8
Tanzania,1991,,1450,54.6,63.6,62.7,0.37,29.7
Tanzania,1992,,1410,54.0,63.4,62.2,0.368,30.7
Tanzania,1993,,1380,53.7,63.1,61.8,0.368,31.8
Tanzania,1994,,1360,53.2,62.7,61.3,0.36700000000000005,32.8
Tanzania,1995,,1370,52.9,62.3,60.9,0.368,33.8
Tanzania,1996,,1390,52.7,62.1,60.4,0.369,34.8
Tanzania,1997,,1400,52.5,61.9,60.0,0.371,35.7
Tanzania,1998,,1420,52.5,61.5,59.5,0.377,36.6
Tanzania,1999,,1450,52.5,61.2,59.1,0.384,37.6
Tanzania,2000,,1480,52.9,60.9,58.6,0.391,38.6
Tanzania,2001,,1530,53.4,60.5,58.2,0.39899999999999997,39.6
Tanzania,2002,69.4,1590,53.8,62.1,57.7,0.41,40.8
Tanzania,2003,,1660,54.3,61.9,57.3,0.42,41.9
Tanzania,2004,,1730,54.8,61.7,56.8,0.43200000000000005,43.2
Tanzania,2005,,1820,55.3,61.4,56.4,0.446,44.5
Tanzania,2006,,1850,56.0,61.3,55.9,0.457,45.9
Tanzania,2007,,1940,57.0,61.8,55.5,0.46799999999999997,47.3
Tanzania,2008,,1990,58.0,62.5,55.0,0.478,48.8
Tanzania,2009,,2030,58.6,63.7,54.5,0.488,50.4
Tanzania,2010,67.8,2090,59.3,63.0,54.1,0.498,52.0
Tanzania,2011,,2190,59.9,62.3,53.7,0.504,53.7
Thailand,1991,,7130,70.8,62.5,28.0,0.583,112.0
Thailand,1992,,7630,70.7,63.7,28.6,0.59,113.0
Thailand,1993,,8190,70.8,62.3,29.2,0.598,114.0
Thailand,1994,,8760,70.8,62.1,29.8,0.604,115.0
Thailand,1995,,9380,70.9,60.7,30.4,0.611,116.0
Thailand,1996,,9800,71.1,59.2,30.9,0.619,118.0
Thailand,1997,,9420,71.2,57.9,31.5,0.625,119.0
Thailand,1998,,8600,71.3,52.4,32.1,0.63,121.0
Thailand,1999,,8890,71.6,48.9,32.7,0.64,122.0
Thailand,2000,92.7,9190,72.0,49.4,33.3,0.649,123.0
Thailand,2001,,9420,72.4,49.5,32.9,0.657,124.0
Thailand,2002,,9910,72.8,49.4,32.6,0.6659999999999999,125.0
Thailand,2003,,10500,73.3,48.5,32.2,0.674,126.0
Thailand,2004,,11100,73.4,49.6,31.9,0.682,127.0
Thailand,2005,93.5,11500,74.2,49.2,31.5,0.6859999999999999,128.0
Thailand,2006,,12000,74.6,46.6,31.6,0.687,129.0
Thailand,2007,,12600,75.1,47.3,31.6,0.7,130.0
Thailand,2008,,12800,75.6,46.6,31.7,0.706,130.0
Thailand,2009,,12600,76.1,45.8,31.8,0.711,131.0
Thailand,2010,,13500,76.6,46.1,31.8,0.72,132.0
Thailand,2011,,13500,76.9,45.9,31.9,0.7290000000000001,132.0
Timor-Leste,1991,,1180,58.3,45.7,64.2,,52.3
Timor-Leste,1992,,1260,59.2,45.6,63.5,,54.2
Timor-Leste,1993,,1340,59.7,45.6,62.7,,56.1
Timor-Leste,1994,,1440,60.6,45.2,62.0,,57.6
Timor-Leste,1995,,1560,60.9,44.3,61.2,,58.6
Timor-Leste,1996,,1740,62.5,43.2,60.4,,58.9
Timor-Leste,1997,,1840,61.5,41.7,59.7,,58.6
Timor-Leste,1998,,1830,61.8,41.2,58.9,,58.2
Timor-Leste,1999,,1200,55.7,40.0,58.2,,58.1
Timor-Leste,2000,,1390,63.7,36.6,57.4,0.47,58.6
Timor-Leste,2001,37.6,1580,64.3,34.9,56.7,0.475,60.0
Timor-Leste,2002,,1430,64.8,32.6,55.9,0.485,62.1
Timor-Leste,2003,,1340,65.2,29.9,55.2,0.484,64.6
Timor-Leste,2004,,1300,66.2,27.2,54.4,0.49200000000000005,67.0
Timor-Leste,2005,,1340,67.2,24.4,53.7,0.511,69.0
Timor-Leste,2006,,1240,68.3,22.0,52.9,0.541,70.5
Timor-Leste,2007,50.6,1360,69.2,18.6,52.2,0.5660000000000001,71.6
Timor-Leste,2008,,1530,70.0,16.3,51.4,0.599,72.5
Timor-Leste,2009,,1710,70.6,14.2,50.6,0.599,73.4
Timor-Leste,2010,58.3,1850,71.1,12.5,49.9,0.607,74.6
Timor-Leste,2011,,1960,71.6,12.1,49.1,0.618,76.1
Togo,1991,,1310,57.4,71.2,12.2,0.40700000000000003,71.4
Togo,1992,,1230,57.5,71.0,11.9,0.39899999999999997,73.1
Togo,1993,,1020,57.4,70.7,11.5,0.389,74.7
Togo,1994,,1140,57.2,70.3,11.1,0.395,76.6
Togo,1995,,1200,57.2,69.8,10.8,0.408,78.6
Togo,1996,,1270,56.9,69.1,10.4,0.41700000000000004,80.9
Togo,1997,,1410,56.5,68.3,10.0,0.424,83.4
Togo,1998,,1330,56.2,67.5,9.67,0.424,86.0
Togo,1999,,1330,56.4,66.7,9.3,0.425,88.7
Togo,2000,53.2,1280,56.3,66.0,8.94,0.426,91.4
Togo,2001,,1220,56.2,65.6,8.57,0.428,94.0
Togo,2002,,1180,56.2,65.3,8.2,0.428,96.6
Togo,2003,,1200,56.0,65.0,7.83,0.43200000000000005,99.1
Togo,2004,,1200,56.4,64.7,7.46,0.435,102.0
Togo,2005,,1180,56.4,64.4,7.1,0.436,104.0
Togo,2006,56.9,1200,57.0,64.5,6.73,0.44299999999999995,107.0
Togo,2007,,1190,57.1,64.2,6.37,0.441,110.0
Togo,2008,,1190,57.4,63.9,6.0,0.442,113.0
Togo,2009,57.1,1190,58.0,63.6,5.64,0.449,116.0
Togo,2010,,1210,58.7,63.2,5.28,0.457,120.0
Togo,2011,60.4,1230,59.6,62.8,4.91,0.46399999999999997,123.0
Tonga,1991,,3800,68.1,42.1,12.5,0.654,132.0
Tonga,1992,,3800,68.2,41.3,12.5,0.657,133.0
Tonga,1993,,3940,68.2,40.2,12.5,0.6609999999999999,133.0
Tonga,1994,,4120,68.3,38.6,12.5,0.667,133.0
Tonga,1995,,4260,68.4,37.1,12.5,0.6709999999999999,133.0
Tonga,1996,98.9,4250,68.5,36.5,12.5,0.6709999999999999,134.0
Tonga,1997,,4230,68.6,36.1,12.5,0.672,134.0
Tonga,1998,,4330,68.7,35.4,12.5,0.6729999999999999,135.0
Tonga,1999,,4470,68.7,34.9,12.5,0.6759999999999999,136.0
Tonga,2000,,4600,68.8,34.6,12.5,0.674,136.0
Tonga,2001,,4740,68.9,34.2,12.5,0.679,137.0
Tonga,2002,,4880,69.0,34.1,12.5,0.6829999999999999,138.0
Tonga,2003,,4950,69.1,34.1,12.5,0.693,139.0
Tonga,2004,,4900,69.2,35.4,12.5,0.6940000000000001,139.0
Tonga,2005,,4950,69.5,36.2,12.5,0.695,140.0
Tonga,2006,99.0,4880,69.6,37.9,12.5,0.698,141.0
Tonga,2007,,4640,69.7,37.8,12.5,0.698,142.0
Tonga,2008,,4760,69.7,36.8,12.5,0.703,143.0
Tonga,2009,,4840,68.0,36.0,12.5,0.7070000000000001,144.0
Tonga,2010,,4980,69.9,35.4,12.5,0.7120000000000001,145.0
Tonga,2011,,5100,70.0,35.3,12.5,0.7170000000000001,145.0
Trinidad and Tobago,1991,,12500,69.2,32.9,46.8,0.6709999999999999,240.0
Trinidad and Tobago,1992,,12200,69.1,32.2,46.6,0.6709999999999999,241.0
Trinidad and Tobago,1993,,12000,69.2,32.5,46.5,0.6729999999999999,243.0
Trinidad and Tobago,1994,,12300,69.2,34.1,46.4,0.677,244.0
Trinidad and Tobago,1995,,12900,69.3,35.4,46.2,0.682,245.0
Trinidad and Tobago,1996,,13800,69.3,37.2,46.1,0.688,245.0
Trinidad and Tobago,1997,,14800,69.4,37.6,46.0,0.696,246.0
Trinidad and Tobago,1998,,15900,69.6,37.5,45.8,0.703,246.0
Trinidad and Tobago,1999,,17200,69.3,38.0,45.7,0.7090000000000001,247.0
Trinidad and Tobago,2000,,18300,69.5,39.3,45.5,0.715,247.0
Trinidad and Tobago,2001,,19000,69.8,39.7,45.4,0.721,248.0
Trinidad and Tobago,2002,,20400,70.0,39.7,45.3,0.7290000000000001,249.0
Trinidad and Tobago,2003,,23300,70.5,40.8,45.1,0.736,250.0
Trinidad and Tobago,2004,98.4,25000,71.1,44.2,45.0,0.745,252.0
Trinidad and Tobago,2005,,26400,71.3,45.5,44.8,0.7509999999999999,253.0
Trinidad and Tobago,2006,,29800,71.7,47.0,44.7,0.76,254.0
Trinidad and Tobago,2007,,31000,72.1,47.9,44.5,0.767,255.0
Trinidad and Tobago,2008,,32000,72.3,46.7,44.4,0.773,256.0
Trinidad and Tobago,2009,,30400,72.5,44.9,44.3,0.772,258.0
Trinidad and Tobago,2010,,31300,72.6,42.2,44.1,0.774,259.0
Trinidad and Tobago,2011,98.8,31000,72.7,43.2,44.5,0.772,260.0
Tunisia,1991,,5710,72.1,29.3,4.26,0.575,54.2
Tunisia,1992,,6020,72.2,28.8,4.39,0.583,55.4
Tunisia,1993,,6020,72.3,28.5,4.51,0.59,56.5
Tunisia,1994,59.2,6100,72.6,28.3,4.64,0.6,57.7
Tunisia,1995,,6130,73.0,27.6,4.76,0.608,58.7
Tunisia,1996,,6470,73.5,27.0,4.89,0.617,59.6
Tunisia,1997,,6730,74.0,26.3,5.01,0.624,60.4
Tunisia,1998,,6960,74.4,25.4,5.14,0.635,61.1
Tunisia,1999,,7310,74.7,24.7,5.26,0.6459999999999999,61.8
Tunisia,2000,,7570,75.0,24.3,5.39,0.654,62.4
Tunisia,2001,,7790,75.3,24.1,5.49,0.662,63.0
Tunisia,2002,,7830,75.4,23.4,5.59,0.667,63.5
Tunisia,2003,,8140,75.6,23.5,5.69,0.6729999999999999,64.0
Tunisia,2004,74.3,8580,75.8,23.2,5.79,0.6829999999999999,64.5
Tunisia,2005,,8800,76.1,23.7,5.89,0.6890000000000001,65.0
Tunisia,2006,,9180,76.2,23.7,5.99,0.695,65.6
Tunisia,2007,77.2,9700,76.4,23.5,6.08,0.701,66.3
Tunisia,2008,77.6,10000,76.6,23.0,6.18,0.706,67.0
Tunisia,2009,,10200,76.7,20.4,6.28,0.71,67.7
Tunisia,2010,79.1,10400,76.9,22.0,6.37,0.7140000000000001,68.5
Tunisia,2011,,10100,77.0,18.4,6.44,0.7170000000000001,69.3
Turkey,1991,,11300,70.2,47.6,12.6,0.58,71.3
Turkey,1992,,11700,70.5,45.2,12.7,0.586,72.4
Turkey,1993,,12400,70.6,40.5,12.7,0.594,73.6
Turkey,1994,,11600,70.7,43.8,12.8,0.596,74.8
Turkey,1995,,12300,70.9,41.8,12.9,0.604,76.0
Turkey,1996,,13000,71.4,42.8,12.9,0.613,77.2
Turkey,1997,,13800,71.9,41.0,13.0,0.621,78.4
Turkey,1998,,13900,72.6,40.1,13.1,0.632,79.7
Turkey,1999,,13200,72.0,40.3,13.2,0.6409999999999999,80.9
Turkey,2000,,13900,74.1,37.5,13.2,0.653,82.2
Turkey,2001,,12800,74.8,35.8,13.4,0.6579999999999999,83.4
Turkey,2002,,13500,75.4,33.6,13.5,0.6679999999999999,84.6
Turkey,2003,,14000,75.5,31.2,13.6,0.675,85.9
Turkey,2004,87.4,15200,76.3,31.1,13.7,0.6809999999999999,87.1
Turkey,2005,88.2,16300,76.7,31.5,13.8,0.687,88.2
Turkey,2006,88.1,17300,77.2,31.6,14.0,0.6970000000000001,89.3
Turkey,2007,88.7,17900,78.1,31.5,14.1,0.705,90.4
Turkey,2008,,17800,78.8,31.7,14.3,0.7090000000000001,91.5
Turkey,2009,90.8,16800,78.2,30.2,14.4,0.715,92.7
Turkey,2010,92.7,18000,78.2,31.4,14.6,0.737,94.0
Turkey,2011,94.1,19700,78.2,33.3,14.7,0.75,95.4
Turkmenistan,1991,,7710,63.7,42.8,,,8.06
Turkmenistan,1992,,6370,63.5,43.2,8.78,,8.3
Turkmenistan,1993,,6290,63.4,43.0,8.78,,8.53
Turkmenistan,1994,,5070,63.2,42.7,8.78,,8.76
Turkmenistan,1995,98.8,4600,63.1,42.6,8.78,,8.95
Turkmenistan,1996,,4820,63.1,41.5,8.78,,9.12
Turkmenistan,1997,,4200,63.0,41.2,8.78,,9.27
Turkmenistan,1998,,4440,63.1,41.8,8.78,,9.39
Turkmenistan,1999,,5110,63.3,41.8,8.78,,9.5
Turkmenistan,2000,,5330,63.7,41.9,8.78,,9.61
Turkmenistan,2001,,5510,64.0,41.9,8.78,,9.71
Turkmenistan,2002,,5470,64.3,41.5,8.78,,9.81
Turkmenistan,2003,,5590,64.6,41.4,8.78,,9.91
Turkmenistan,2004,,5810,64.9,41.2,8.78,,10.0
Turkmenistan,2005,,6500,65.3,41.4,8.78,,10.1
Turkmenistan,2006,,7130,65.8,41.5,8.78,,10.2
Turkmenistan,2007,,7820,66.3,41.7,8.78,,10.4
Turkmenistan,2008,,8850,66.9,42.1,8.78,,10.5
Turkmenistan,2009,,9250,67.4,42.0,8.78,,10.7
Turkmenistan,2010,,9940,67.9,42.2,8.78,0.665,10.8
Turkmenistan,2011,99.6,11200,68.4,43.1,8.78,0.672,11.0
Uganda,1991,56.1,798,48.4,54.4,23.3,0.31,90.3
Uganda,1992,,798,47.9,54.7,22.9,0.303,93.4
Uganda,1993,,837,47.3,54.4,22.4,0.311,96.5
Uganda,1994,,862,47.0,54.2,22.0,0.314,99.6
Uganda,1995,,931,47.0,54.0,21.6,0.32,103.0
Uganda,1996,,984,47.0,53.8,21.1,0.336,106.0
Uganda,1997,,1000,47.4,53.6,20.7,0.35100000000000003,109.0
Uganda,1998,,1020,47.7,53.4,20.3,0.366,113.0
Uganda,1999,,1070,48.2,53.1,19.8,0.382,116.0
Uganda,2000,,1070,48.7,52.9,19.4,0.396,120.0
Uganda,2001,,1090,49.4,52.7,18.9,0.40399999999999997,124.0
Uganda,2002,68.1,1140,50.2,52.5,18.5,0.418,129.0
Uganda,2003,,1170,50.9,52.8,18.0,0.42700000000000005,133.0
Uganda,2004,,1210,51.8,53.3,17.6,0.429,138.0
Uganda,2005,,1240,52.8,53.8,17.2,0.434,143.0
Uganda,2006,71.4,1330,53.7,53.4,16.5,0.442,148.0
Uganda,2007,,1390,54.3,52.9,15.8,0.45299999999999996,153.0
Uganda,2008,,1460,55.1,52.4,15.1,0.46399999999999997,158.0
Uganda,2009,,1510,56.0,51.9,14.4,0.473,164.0
Uganda,2010,73.2,1540,56.8,52.0,13.7,0.47700000000000004,170.0
Uganda,2011,,1630,57.7,52.2,13.1,0.47700000000000004,176.0
Ukraine,1991,,9560,69.3,33.5,,0.701,88.8
Ukraine,1992,,8610,68.8,35.2,16.1,0.693,88.8
Ukraine,1993,,7380,68.2,36.7,16.1,0.682,88.6
Ukraine,1994,,5720,67.6,38.0,16.2,0.6679999999999999,88.3
Ukraine,1995,,5060,66.6,38.4,16.2,0.664,87.9
Ukraine,1996,,4590,66.8,36.3,16.3,0.6609999999999999,87.3
Ukraine,1997,,4500,67.4,34.7,16.3,0.6629999999999999,86.6
Ukraine,1998,,4450,68.1,32.1,16.3,0.665,85.9
Ukraine,1999,,4490,67.8,31.5,16.4,0.669,85.1
Ukraine,2000,,4800,67.4,30.5,16.4,0.6729999999999999,84.3
Ukraine,2001,99.4,5290,67.7,30.2,16.4,0.6829999999999999,83.6
Ukraine,2002,,5620,67.8,31.9,16.5,0.691,82.8
Ukraine,2003,,6200,67.8,31.9,16.5,0.7,82.1
Ukraine,2004,,7000,67.6,34.8,16.5,0.7070000000000001,81.5
Ukraine,2005,,7250,67.3,35.0,16.5,0.716,80.9
Ukraine,2006,,7830,67.9,35.0,16.5,0.723,80.5
Ukraine,2007,,8500,67.7,35.6,16.5,0.73,80.1
Ukraine,2008,,8740,68.0,35.8,16.5,0.7340000000000001,79.7
Ukraine,2009,,7480,69.6,34.5,16.5,0.728,79.4
Ukraine,2010,,7820,70.4,33.6,16.5,0.7340000000000001,79.0
Ukraine,2011,99.7,8280,71.1,34.6,16.5,0.7390000000000001,78.7
United Arab Emirates,1991,,106000,72.9,45.2,3.01,0.738,23.6
United Arab Emirates,1992,,103000,73.1,46.2,3.09,0.742,25.0
United Arab Emirates,1993,,98800,73.2,46.8,3.16,0.748,26.4
United Arab Emirates,1994,,100000,73.4,46.5,3.24,0.7559999999999999,27.9
United Arab Emirates,1995,,102000,73.5,45.6,3.32,0.764,29.3
United Arab Emirates,1996,,102000,73.7,45.0,3.4,0.7709999999999999,30.8
United Arab Emirates,1997,,105000,74.0,44.9,3.47,0.778,32.3
United Arab Emirates,1998,,101000,74.3,44.8,3.55,0.785,33.9
United Arab Emirates,1999,,98300,74.5,44.9,3.63,0.7909999999999999,35.7
United Arab Emirates,2000,,103000,74.8,44.8,3.71,0.7979999999999999,37.7
United Arab Emirates,2001,,99300,75.1,44.9,3.71,0.8029999999999999,39.8
United Arab Emirates,2002,,96400,75.4,45.1,3.72,0.8079999999999999,42.0
United Arab Emirates,2003,,98400,75.8,45.2,3.72,0.813,44.8
United Arab Emirates,2004,,98600,76.2,45.4,3.73,0.818,48.9
United Arab Emirates,2005,90.0,92300,76.6,45.6,3.73,0.823,54.8
United Arab Emirates,2006,,88600,76.8,45.9,3.74,0.826,62.7
United Arab Emirates,2007,,79300,76.8,46.5,3.76,0.8290000000000001,72.3
United Arab Emirates,2008,,71700,76.8,45.6,3.77,0.831,82.5
United Arab Emirates,2009,,61100,76.6,46.4,3.78,0.826,91.7
United Arab Emirates,2010,,57600,76.5,48.0,3.8,0.8240000000000001,98.9
United Arab Emirates,2011,,58400,76.5,48.4,3.81,0.826,104.0
Uruguay,1991,,10100,72.9,42.6,4.89,0.6970000000000001,17.9
Uruguay,1992,,10800,73.1,43.7,5.21,0.7,18.0
Uruguay,1993,,11000,73.2,43.8,5.54,0.703,18.2
Uruguay,1994,,11800,73.5,45.5,5.87,0.7090000000000001,18.3
Uruguay,1995,,11500,73.5,45.6,6.19,0.711,18.4
Uruguay,1996,96.8,12100,73.7,42.2,6.52,0.7170000000000001,18.6
Uruguay,1997,,13000,73.9,42.5,6.85,0.727,18.7
Uruguay,1998,,13500,74.2,44.5,7.17,0.735,18.8
Uruguay,1999,,13200,74.4,42.3,7.5,0.738,18.9
Uruguay,2000,,12900,74.8,39.2,7.83,0.742,19.0
Uruguay,2001,,12400,74.9,37.9,8.0,0.746,19.0
Uruguay,2002,,11400,75.0,32.9,8.17,0.747,19.0
Uruguay,2003,,11500,75.0,31.3,8.35,0.75,19.0
Uruguay,2004,,12100,75.3,35.3,8.52,0.753,19.0
Uruguay,2005,,13000,75.6,35.4,8.7,0.7559999999999999,19.0
Uruguay,2006,97.8,13500,75.8,37.1,8.93,0.76,19.0
Uruguay,2007,97.9,14300,75.8,39.8,9.17,0.77,19.1
Uruguay,2008,98.2,15300,76.1,42.7,9.41,0.774,19.1
Uruguay,2009,98.3,15900,76.3,43.4,9.65,0.777,19.2
Uruguay,2010,98.1,17100,76.4,43.9,9.89,0.78,19.3
Uruguay,2011,,17900,76.4,45.0,10.0,0.784,19.3
Uzbekistan,1991,,2990,68.0,39.6,,,49.3
Uzbekistan,1992,,2600,67.5,39.8,7.24,,50.4
Uzbekistan,1993,,2480,67.0,39.7,7.28,,51.6
Uzbekistan,1994,,2300,66.5,39.8,7.31,,52.7
Uzbekistan,1995,,2240,66.2,39.8,7.35,,53.7
Uzbekistan,1996,,2240,66.0,38.0,7.39,,54.8
Uzbekistan,1997,,2310,66.0,38.0,7.43,,55.7
Uzbekistan,1998,,2370,66.1,37.9,7.47,,56.7
Uzbekistan,1999,,2450,66.3,37.8,7.51,,57.6
Uzbekistan,2000,98.6,2500,66.4,37.7,7.55,0.594,58.4
Uzbekistan,2001,,2580,66.4,37.7,7.59,0.6,59.2
Uzbekistan,2002,,2650,66.4,37.6,7.63,0.607,60.0
Uzbekistan,2003,,2730,66.5,37.6,7.67,0.613,60.7
Uzbekistan,2004,,2900,66.6,37.7,7.71,0.62,61.5
Uzbekistan,2005,,3070,66.7,37.8,7.75,0.626,62.3
Uzbekistan,2006,,3250,67.1,37.9,7.74,0.631,63.2
Uzbekistan,2007,,3530,67.6,38.1,7.73,0.644,64.2
Uzbekistan,2008,,3780,68.0,38.3,7.72,0.6509999999999999,65.2
Uzbekistan,2009,,4020,68.4,38.5,7.71,0.657,66.2
Uzbekistan,2010,,4240,68.8,38.8,7.7,0.664,67.2
Uzbekistan,2011,99.4,4470,69.0,39.1,7.67,0.6729999999999999,68.3
Vanuatu,1991,,2560,62.0,51.1,36.1,,12.4
Vanuatu,1992,,2550,62.1,51.1,36.1,,12.7
Vanuatu,1993,,2490,62.1,51.4,36.1,,13.1
Vanuatu,1994,68.5,2650,62.2,50.5,36.1,,13.5
Vanuatu,1995,,2610,62.3,50.7,36.1,,13.8
Vanuatu,1996,,2620,62.3,50.6,36.1,,14.1
Vanuatu,1997,,2690,61.2,50.2,36.1,,14.4
Vanuatu,1998,,2760,62.4,50.0,36.1,,14.6
Vanuatu,1999,74.0,2720,61.9,50.2,36.1,,14.9
Vanuatu,2000,,2820,62.4,49.7,36.1,,15.2
Vanuatu,2001,,2660,62.4,50.6,36.1,,15.5
Vanuatu,2002,,2470,62.3,51.7,36.1,,15.9
Vanuatu,2003,,2510,62.3,51.6,36.1,,16.3
Vanuatu,2004,78.1,2540,62.2,51.5,36.1,,16.7
Vanuatu,2005,,2610,62.3,51.3,36.1,0.5720000000000001,17.2
Vanuatu,2006,,2760,62.4,50.6,36.1,0.579,17.6
Vanuatu,2007,,2830,62.5,50.5,36.1,0.5820000000000001,18.0
Vanuatu,2008,,2940,62.7,50.2,36.1,0.589,18.5
Vanuatu,2009,,2970,62.8,50.4,36.1,0.59,18.9
Vanuatu,2010,,2950,63.0,50.6,36.1,0.591,19.4
Vanuatu,2011,83.2,2920,63.2,50.6,36.1,0.5920000000000001,19.8
Venezuela,1991,,15500,72.6,38.2,58.7,0.644,23.1
Venezuela,1992,,16100,72.6,39.9,58.3,0.65,23.6
Venezuela,1993,,15800,72.7,40.7,58.0,0.653,24.1
Venezuela,1994,,15100,72.7,38.7,57.7,0.654,24.6
Venezuela,1995,,15300,73.0,37.2,57.4,0.6579999999999999,25.2
Venezuela,1996,,15000,73.5,35.7,57.0,0.66,25.7
Venezuela,1997,,15600,74.0,36.4,56.7,0.664,26.2
Venezuela,1998,,15400,74.1,36.3,56.4,0.667,26.7
Venezuela,1999,,14200,70.7,32.9,56.0,0.67,27.2
Venezuela,2000,,14400,74.3,34.0,55.7,0.672,27.8
Venezuela,2001,93.0,14600,74.4,34.4,55.4,0.684,28.3
Venezuela,2002,,13100,74.3,30.8,55.1,0.688,28.8
Venezuela,2003,,11900,74.2,29.8,54.8,0.687,29.3
Venezuela,2004,,13800,74.9,32.8,54.4,0.7,29.8
Venezuela,2005,,14900,75.1,35.3,54.1,0.7140000000000001,30.4
Venezuela,2006,,16100,75.0,38.4,54.0,0.728,30.9
Venezuela,2007,95.2,17300,75.0,38.6,54.0,0.745,31.4
Venezuela,2008,,17900,74.9,38.5,54.0,0.754,31.9
Venezuela,2009,95.5,17100,75.0,37.1,53.9,0.754,32.4
Venezuela,2010,,16500,75.4,35.3,53.9,0.7559999999999999,32.9
Venezuela,2011,,17000,75.4,35.5,53.7,0.767,33.4
Vietnam,1991,,1560,68.4,68.6,29.5,0.486,225.0
Vietnam,1992,,1670,68.7,68.0,30.2,0.498,229.0
Vietnam,1993,,1770,69.0,67.5,30.9,0.508,234.0
Vietnam,1994,,1900,69.2,66.9,31.7,0.519,238.0
Vietnam,1995,,2040,69.5,66.2,32.4,0.531,243.0
Vietnam,1996,,2200,69.8,65.5,33.1,0.542,246.0
Vietnam,1997,,2340,69.9,63.2,33.9,0.542,250.0
Vietnam,1998,,2440,70.3,63.6,34.6,0.562,253.0
Vietnam,1999,90.3,2520,70.5,63.1,35.3,0.569,256.0
Vietnam,2000,90.2,2650,70.7,62.7,37.7,0.5760000000000001,259.0
Vietnam,2001,,2780,70.9,61.3,38.6,0.584,262.0
Vietnam,2002,,2920,71.1,61.8,39.5,0.5920000000000001,264.0
Vietnam,2003,,3090,71.3,61.0,40.4,0.601,267.0
Vietnam,2004,,3280,71.5,61.2,41.3,0.609,269.0
Vietnam,2005,,3490,71.8,60.1,42.2,0.618,272.0
Vietnam,2006,,3690,72.0,59.0,42.9,0.625,274.0
Vietnam,2007,,3910,72.3,57.9,43.5,0.633,277.0
Vietnam,2008,,4090,72.5,57.6,44.2,0.6409999999999999,280.0
Vietnam,2009,,4260,72.8,57.7,44.9,0.647,282.0
Vietnam,2010,,4490,73.1,56.3,45.6,0.655,285.0
Vietnam,2011,93.4,4720,73.3,57.0,46.0,0.662,288.0
Yemen,1991,,3370,59.1,27.7,1.04,0.408,24.0
Yemen,1992,,3460,59.5,27.4,1.04,0.41200000000000003,25.2
Yemen,1993,,3420,59.8,27.3,1.04,0.414,26.5
Yemen,1994,37.1,3490,59.9,27.1,1.04,0.418,27.8
Yemen,1995,,3530,60.5,27.7,1.04,0.42100000000000004,29.0
Yemen,1996,,3560,60.8,28.3,1.04,0.424,30.1
Yemen,1997,,3630,61.3,28.9,1.04,0.428,31.1
Yemen,1998,,3740,61.7,29.6,1.04,0.43200000000000005,32.0
Yemen,1999,,3770,62.1,30.2,1.04,0.436,32.9
Yemen,2000,,3890,62.6,28.7,1.04,0.444,33.9
Yemen,2001,,3930,63.1,27.3,1.04,0.45,34.8
Yemen,2002,,3970,63.5,25.9,1.04,0.457,35.8
Yemen,2003,,4000,64.0,24.7,1.04,0.46399999999999997,36.9
Yemen,2004,54.8,4050,64.5,23.6,1.04,0.47,37.9
Yemen,2005,,4160,65.0,23.2,1.04,0.475,39.0
Yemen,2006,,4170,65.5,23.0,1.04,0.47700000000000004,40.1
Yemen,2007,,4190,65.8,22.8,1.04,0.48,41.2
Yemen,2008,,4230,66.4,22.5,1.04,0.483,42.3
Yemen,2009,,4270,67.0,22.3,1.04,0.488,43.5
Yemen,2010,,4480,67.5,19.9,1.04,0.493,44.7
Yemen,2011,65.3,3810,67.7,19.6,1.04,0.494,45.9
Zambia,1991,,2280,50.8,43.7,70.8,0.396,11.1
Zambia,1992,,2190,49.5,43.1,70.6,0.397,11.4
Zambia,1993,,2280,48.6,42.6,70.3,0.402,11.7
Zambia,1994,,2030,47.5,44.1,70.1,0.401,12.0
Zambia,1995,,2030,46.5,45.6,69.9,0.405,12.3
Zambia,1996,,2100,45.7,48.6,69.7,0.408,12.6
Zambia,1997,,2120,45.1,50.6,69.5,0.41100000000000003,13.0
Zambia,1998,,2050,44.6,52.4,69.2,0.413,13.4
Zambia,1999,68.0,2080,44.3,51.7,69.0,0.418,13.8
Zambia,2000,,2100,44.1,52.9,68.8,0.424,14.2
Zambia,2001,,2160,43.9,53.6,68.6,0.433,14.6
Zambia,2002,69.2,2190,44.4,54.3,68.3,0.44299999999999995,15.0
Zambia,2003,,2280,44.6,54.9,68.1,0.456,15.4
Zambia,2004,,2380,45.3,55.4,67.9,0.467,15.8
Zambia,2005,,2480,46.0,55.9,67.7,0.479,16.2
Zambia,2006,,2610,46.7,55.1,67.4,0.49200000000000005,16.7
Zambia,2007,61.4,2750,47.8,54.3,67.2,0.504,17.1
Zambia,2008,,2880,49.4,54.2,67.0,0.518,17.6
Zambia,2009,,3060,50.7,49.4,66.8,0.5329999999999999,18.1
Zambia,2010,,3280,52.0,44.5,66.5,0.5429999999999999,18.6
Zambia,2011,,3360,53.2,47.3,66.3,0.5539999999999999,19.2
Zimbabwe,1991,,2670,61.0,51.2,56.5,0.501,27.0
