country,year,literacy_rate,gdp_pc,life_exp_yrs,youth_empl_rate,percent_forest_cover,hdi,pop_density
Mongolia,2003,,5220,63.5,33.2,7.38,0.621,1.59
Mongolia,2004,,5710,63.7,34.6,7.33,0.637,1.61
Mongolia,2005,,6050,64.0,34.3,7.28,0.649,1.63
Mongolia,2006,,6480,64.5,33.9,7.5,0.6609999999999999,1.65
Mongolia,2007,,7060,65.1,30.5,7.72,0.6729999999999999,1.67
Mongolia,2008,,7580,65.6,32.2,7.95,0.6859999999999999,1.69
Mongolia,2009,,7370,65.9,30.4,8.17,0.693,1.72
Mongolia,2010,,7710,66.2,28.6,8.39,0.701,1.75
Mongolia,2011,97.4,8880,66.6,30.9,8.33,0.7120000000000001,1.78
Montenegro,1991,,14600,74.9,15.4,,,45.8
Montenegro,1992,,11100,74.7,16.4,,,45.9
Montenegro,1993,,6940,74.4,16.1,,,46.0
Montenegro,1994,,6940,74.2,12.2,,,46.1
Montenegro,1995,,7810,74.0,14.0,,,46.1
Montenegro,1996,,9780,73.8,11.3,,,46.1
Montenegro,1997,,10200,73.7,14.3,,,46.0
Montenegro,1998,,10700,73.6,13.2,,,45.8
Montenegro,1999,,9760,73.6,14.3,,,45.7
Montenegro,2000,,10100,73.8,11.7,,,45.6
Montenegro,2001,,10100,74.0,13.9,,,45.6
Montenegro,2002,,10300,74.3,13.8,,,45.6
Montenegro,2003,,10500,74.5,13.8,,0.74,45.7
Montenegro,2004,,11000,74.7,13.4,,0.746,45.7
Montenegro,2005,,11400,75.0,13.3,,0.7509999999999999,45.8
Montenegro,2006,,12400,75.3,16.3,49.5,0.762,45.9
Montenegro,2007,,13700,75.6,18.7,52.5,0.774,46.1
Montenegro,2008,,14600,76.0,19.2,55.5,0.785,46.2
Montenegro,2009,,13700,76.2,18.5,58.5,0.787,46.3
Montenegro,2010,,14000,76.4,17.2,61.5,0.792,46.4
Montenegro,2011,98.5,14500,76.4,18.8,61.5,0.797,46.5
Morocco,1991,,4120,67.6,31.0,11.1,0.46399999999999997,56.8
Morocco,1992,,3960,67.9,32.0,11.1,0.46799999999999997,57.8
Morocco,1993,,3860,68.2,32.1,11.1,0.474,58.8
Morocco,1994,41.6,4200,68.7,28.7,11.1,0.485,59.8
Morocco,1995,,3920,69.0,26.6,11.1,0.489,60.7
Morocco,1996,,4340,69.5,29.1,11.2,0.499,61.5
Morocco,1997,,4210,69.8,30.0,11.2,0.503,62.3
Morocco,1998,,4460,70.2,27.3,11.2,0.51,63.1
Morocco,1999,,4450,70.5,32.4,11.2,0.519,63.9
Morocco,2000,,4480,70.9,32.5,11.2,0.53,64.6
Morocco,2001,,4750,71.2,32.5,11.4,0.54,65.4
Morocco,2002,,4840,71.5,32.8,11.6,0.551,66.1
Morocco,2003,,5070,71.7,32.6,11.7,0.561,66.9
Morocco,2004,52.3,5250,71.9,32.9,11.9,0.569,67.6
Morocco,2005,,5360,72.2,32.6,12.1,0.575,68.4
Morocco,2006,,5700,72.5,31.6,12.2,0.581,69.2
Morocco,2007,,5830,72.7,31.5,12.3,0.589,70.0
Morocco,2008,55.1,6110,73.0,30.2,12.5,0.596,70.8
Morocco,2009,56.1,6290,73.3,30.2,12.6,0.603,71.7
Morocco,2010,,6440,73.5,30.0,12.7,0.612,72.6
Morocco,2011,67.1,6690,73.8,29.6,12.7,0.623,73.6
Mozambique,1991,,387,50.8,44.7,54.9,0.212,17.3
Mozambique,1992,,354,50.9,47.0,54.6,0.20800000000000002,17.9
Mozambique,1993,,370,51.0,46.4,54.3,0.215,18.6
Mozambique,1994,,378,51.2,46.1,54.0,0.222,19.4
Mozambique,1995,,373,51.2,45.8,53.8,0.23,20.0
Mozambique,1996,,459,51.2,45.6,53.5,0.254,20.7
Mozambique,1997,38.7,495,51.2,45.8,53.2,0.267,21.2
Mozambique,1998,,540,51.3,45.1,52.9,0.28,21.8
Mozambique,1999,,568,51.4,44.6,52.7,0.29100000000000004,22.4
Mozambique,2000,,562,51.3,44.1,52.4,0.298,23.0
Mozambique,2001,,615,51.8,43.2,52.1,0.311,23.6
Mozambique,2002,,650,51.8,42.7,51.8,0.318,24.3
Mozambique,2003,48.2,672,52.1,42.1,51.5,0.332,25.1
Mozambique,2004,,703,52.3,42.4,51.3,0.341,25.8
Mozambique,2005,,742,52.4,42.6,51.0,0.353,26.6
Mozambique,2006,,792,52.6,42.7,50.7,0.36,27.4
Mozambique,2007,,826,52.9,43.0,50.4,0.37200000000000005,28.2
Mozambique,2008,,858,53.6,43.2,50.1,0.382,29.1
Mozambique,2009,50.6,886,54.1,43.3,49.8,0.39,29.9
Mozambique,2010,,918,54.5,43.5,49.6,0.397,30.8
Mozambique,2011,,955,55.0,43.7,49.3,0.4,31.7
Myanmar,1991,,728,58.8,78.8,59.3,0.361,63.1
Myanmar,1992,,788,58.9,78.3,58.7,0.375,63.8
Myanmar,1993,,826,59.1,78.0,58.0,0.381,64.6
Myanmar,1994,,877,59.4,77.5,57.4,0.38799999999999996,65.4
Myanmar,1995,,927,59.6,77.1,56.7,0.39299999999999996,66.2
Myanmar,1996,,974,59.9,76.7,56.0,0.39899999999999997,67.0
Myanmar,1997,,1020,60.1,76.4,55.4,0.405,67.9
Myanmar,1998,,1060,60.5,76.0,54.7,0.408,68.8
Myanmar,1999,,1160,60.8,75.3,54.0,0.41700000000000004,69.7
Myanmar,2000,89.9,1310,61.1,74.3,53.4,0.42700000000000005,70.6
Myanmar,2001,,1440,61.5,73.6,52.9,0.435,71.4
Myanmar,2002,,1590,62.0,72.7,52.4,0.445,72.2
Myanmar,2003,,1800,62.5,71.7,51.9,0.455,72.9
Myanmar,2004,,2020,63.0,70.6,51.5,0.465,73.6
Myanmar,2005,,2280,63.6,69.5,51.0,0.474,74.2
Myanmar,2006,,2550,64.3,68.2,50.5,0.484,74.8
Myanmar,2007,,2840,65.0,67.0,50.0,0.493,75.3
Myanmar,2008,,3110,59.8,65.9,49.6,0.504,75.7
Myanmar,2009,,3420,66.2,64.7,49.1,0.515,76.2
Myanmar,2010,,3720,66.8,63.5,48.6,0.526,76.8
Myanmar,2011,92.7,3900,67.4,62.9,47.8,0.5329999999999999,77.4
Namibia,1991,75.8,5970,61.7,24.4,10.6,0.581,1.78
Namibia,1992,,6200,61.6,24.0,10.5,0.586,1.84
Namibia,1993,,5920,61.4,23.6,10.4,0.588,1.89
Namibia,1994,,5850,60.6,22.9,10.3,0.59,1.95
Namibia,1995,,5900,59.9,21.6,10.2,0.5870000000000001,2.01
Namibia,1996,,5900,58.9,20.4,10.1,0.581,2.07
Namibia,1997,,5970,57.7,18.8,10.0,0.574,2.14
Namibia,1998,,5990,56.4,18.8,9.93,0.568,2.2
Namibia,1999,,6030,55.0,18.7,9.84,0.5589999999999999,2.26
Namibia,2000,,6110,53.6,18.1,9.76,0.556,2.31
Namibia,2001,85.0,6070,52.9,18.0,9.67,0.556,2.35
Namibia,2002,,6270,52.0,17.9,9.58,0.5539999999999999,2.38
Namibia,2003,,6450,51.5,17.9,9.49,0.5589999999999999,2.41
Namibia,2004,,7160,51.3,17.3,9.4,0.565,2.44
Namibia,2005,,7260,51.6,17.1,9.31,0.57,2.47
Namibia,2006,,7680,52.5,16.9,9.22,0.578,2.5
Namibia,2007,76.5,8100,54.1,16.7,9.13,0.589,2.53
Namibia,2008,,8210,55.6,16.6,9.03,0.598,2.56
Namibia,2009,,8110,57.2,16.5,8.94,0.604,2.6
Namibia,2010,,8460,58.6,17.0,8.85,0.612,2.64
Namibia,2011,,8720,60.1,18.0,8.76,0.619,2.69
Nepal,1991,33.0,1240,58.3,75.8,33.0,0.386,134.0
Nepal,1992,,1260,59.1,75.8,32.4,0.39399999999999996,138.0
Nepal,1993,,1270,59.3,75.9,31.8,0.39799999999999996,142.0
Nepal,1994,,1340,60.0,76.5,31.1,0.405,146.0
Nepal,1995,,1350,60.6,76.4,30.5,0.41,149.0
Nepal,1996,,1390,61.3,76.4,29.8,0.419,153.0
Nepal,1997,,1430,62.0,77.1,29.2,0.426,156.0
Nepal,1998,,1440,62.5,77.9,28.6,0.43200000000000005,159.0
Nepal,1999,,1480,63.2,79.5,27.9,0.439,163.0
Nepal,2000,,1540,63.7,79.0,27.2,0.446,166.0
Nepal,2001,48.6,1590,64.3,78.5,26.8,0.447,169.0
Nepal,2002,,1560,64.4,77.8,26.5,0.457,171.0
Nepal,2003,,1600,65.2,77.3,26.1,0.46299999999999997,174.0
Nepal,2004,,1650,65.6,76.7,25.7,0.469,177.0
Nepal,2005,,1680,66.0,76.0,25.4,0.47600000000000003,179.0
Nepal,2006,,1720,66.5,75.4,25.4,0.486,181.0
Nepal,2007,,1760,66.9,74.8,25.4,0.49200000000000005,183.0
Nepal,2008,,1850,67.3,74.2,25.4,0.502,185.0
Nepal,2009,,1920,67.8,73.5,25.4,0.515,187.0
Nepal,2010,,1990,68.3,72.9,25.4,0.529,189.0
Nepal,2011,57.4,2030,68.7,72.7,25.4,0.5379999999999999,191.0
Nicaragua,1991,,2930,73.7,43.2,36.9,0.495,35.2
Nicaragua,1992,,2880,73.4,39.5,36.4,0.498,36.0
Nicaragua,1993,,2810,73.3,38.6,35.8,0.503,36.8
Nicaragua,1994,,2840,73.6,37.6,35.2,0.515,37.6
Nicaragua,1995,,2950,73.7,36.3,34.6,0.524,38.3
Nicaragua,1996,,3080,74.0,37.5,34.0,0.535,39.1
Nicaragua,1997,,3140,74.4,39.7,33.4,0.5429999999999999,39.8
Nicaragua,1998,,3200,72.7,39.6,32.9,0.552,40.5
Nicaragua,1999,,3370,75.2,42.2,32.3,0.562,41.1
Nicaragua,2000,,3460,75.6,44.0,31.7,0.57,41.8
Nicaragua,2001,76.7,3510,75.9,46.1,31.1,0.5770000000000001,42.4
Nicaragua,2002,,3490,76.0,41.0,30.5,0.583,43.0
Nicaragua,2003,,3530,76.1,44.0,29.9,0.5870000000000001,43.6
Nicaragua,2004,,3670,76.3,44.3,29.4,0.5920000000000001,44.1
Nicaragua,2005,78.0,3770,76.6,44.5,28.8,0.597,44.7
Nicaragua,2006,,3870,76.9,43.8,28.2,0.601,45.3
Nicaragua,2007,,4010,77.0,44.7,27.6,0.607,45.9
Nicaragua,2008,,4090,77.3,44.1,27.0,0.613,46.5
Nicaragua,2009,,3910,77.3,42.9,26.5,0.614,47.1
Nicaragua,2010,,4030,77.4,43.6,25.9,0.62,47.7
Nicaragua,2011,,4230,77.5,45.2,25.9,0.625,48.3
Niger,1991,,888,47.7,60.7,1.49,0.215,6.53
Niger,1992,,803,48.0,60.8,1.44,0.218,6.75
Niger,1993,,788,48.3,60.7,1.39,0.222,6.98
Niger,1994,,792,48.8,60.6,1.34,0.226,7.22
Niger,1995,,784,49.0,60.6,1.29,0.231,7.48
Niger,1996,,783,49.9,61.4,1.24,0.237,7.75
Niger,1997,,776,50.5,62.2,1.19,0.24,8.04
Niger,1998,,826,51.0,62.8,1.15,0.249,8.33
Niger,1999,,792,51.6,63.5,1.1,0.253,8.64
Niger,2000,,753,52.2,64.2,1.05,0.255,8.96
Niger,2001,9.39,778,52.7,65.5,1.04,0.261,9.29
Niger,2002,,773,53.5,65.5,1.03,0.266,9.64
Niger,2003,,785,54.1,65.4,1.02,0.27,9.99
Niger,2004,,757,54.9,65.3,1.01,0.278,10.4
Niger,2005,28.7,763,55.6,65.0,1.0,0.28600000000000003,10.8
Niger,2006,,778,56.2,65.7,0.99,0.293,11.2
Niger,2007,,773,56.9,66.8,0.98,0.298,11.6
Niger,2008,,816,57.6,67.7,0.97,0.307,12.0
Niger,2009,,780,58.1,68.7,0.96,0.312,12.5
Niger,2010,,814,58.8,69.5,0.95,0.32299999999999995,13.0
Niger,2011,,802,59.3,70.5,0.94,0.331,13.5
Nigeria,1991,55.5,2950,54.7,36.0,18.5,,107.0
Nigeria,1992,,2890,54.7,35.8,18.0,,110.0
Nigeria,1993,,2870,54.6,35.2,17.6,,113.0
Nigeria,1994,,2830,54.8,34.8,17.1,,116.0
Nigeria,1995,,2750,54.7,34.3,16.7,,119.0
Nigeria,1996,,2820,54.5,34.1,16.2,,122.0
Nigeria,1997,,2820,54.7,33.9,15.8,,125.0
Nigeria,1998,,2830,54.6,33.5,15.3,,128.0
Nigeria,1999,,2770,54.8,33.2,14.9,,131.0
Nigeria,2000,,2850,54.9,32.9,14.4,,134.0
Nigeria,2001,,2900,55.1,33.0,14.0,,138.0
Nigeria,2002,,2940,55.1,33.0,13.5,,141.0
Nigeria,2003,54.8,3160,55.6,33.1,13.1,0.445,145.0
Nigeria,2004,,4120,56.1,33.1,12.6,0.46299999999999997,149.0
Nigeria,2005,,4150,56.9,31.6,12.2,0.466,153.0
Nigeria,2006,,4370,57.5,30.2,11.7,0.47700000000000004,157.0
Nigeria,2007,,4550,58.2,28.8,11.3,0.48100000000000004,161.0
Nigeria,2008,51.1,4710,59.0,27.4,10.8,0.48700000000000004,165.0
Nigeria,2009,,4910,59.8,26.1,10.4,0.49200000000000005,170.0
Nigeria,2010,,5150,60.5,24.9,9.93,0.5,174.0
Nigeria,2011,,5260,61.3,23.7,9.48,0.507,179.0
Oman,1991,,35600,71.2,35.1,0.01,,6.12
Oman,1992,,36800,71.7,34.9,0.01,,6.41
Oman,1993,,37400,72.2,34.0,0.01,,6.7
Oman,1994,,37400,72.5,32.7,0.01,,6.94
Oman,1995,,38300,72.9,31.2,0.01,,7.12
Oman,1996,,38900,73.3,31.0,0.01,,7.23
Oman,1997,,41000,73.6,31.2,0.01,,7.27
Oman,1998,,42100,74.0,31.8,0.01,,7.28
Oman,1999,,42000,74.3,32.4,0.01,,7.29
Oman,2000,,44000,74.5,32.7,0.01,0.705,7.33
Oman,2001,,45400,74.8,32.3,0.01,0.716,7.41
Oman,2002,,44100,75.0,32.2,0.01,0.725,7.54
Oman,2003,81.4,42000,75.2,32.2,0.01,0.7340000000000001,7.71
Oman,2004,,41600,75.7,32.0,0.01,0.742,7.9
Oman,2005,,41500,76.0,31.8,0.01,0.748,8.11
Oman,2006,,42500,76.1,32.9,0.01,0.753,8.35
Oman,2007,,43000,76.1,34.2,0.01,0.765,8.6
Oman,2008,86.6,44900,76.4,35.2,0.01,0.782,8.91
Oman,2009,,45600,76.3,36.3,0.01,0.797,9.31
Oman,2010,86.9,45300,76.1,37.5,0.01,0.797,9.83
Oman,2011,,42100,76.4,39.6,0.01,0.797,10.5
Pakistan,1991,,3120,62.5,38.4,3.22,0.409,144.0
Pakistan,1992,,3270,62.4,39.0,3.17,0.415,148.0
Pakistan,1993,,3240,62.3,38.0,3.12,0.418,151.0
Pakistan,1994,,3280,62.2,37.8,3.06,0.423,155.0
Pakistan,1995,,3360,62.0,35.9,3.01,0.429,159.0
Pakistan,1996,,3430,62.1,36.6,2.96,0.433,163.0
Pakistan,1997,,3380,62.1,37.4,2.9,0.43700000000000006,167.0
Pakistan,1998,42.7,3390,62.3,37.1,2.85,0.441,172.0
Pakistan,1999,,3430,62.5,36.7,2.8,0.445,176.0
Pakistan,2000,,3500,62.6,35.7,2.74,0.45,180.0
Pakistan,2001,,3490,62.8,36.3,2.69,0.457,184.0
Pakistan,2002,,3520,62.9,37.7,2.63,0.465,188.0
Pakistan,2003,,3620,63.1,37.9,2.58,0.474,192.0
Pakistan,2004,,3810,63.4,39.1,2.52,0.48700000000000004,196.0
Pakistan,2005,49.9,4010,62.6,40.1,2.47,0.501,200.0
Pakistan,2006,54.1,4180,64.0,42.5,2.41,0.505,204.0
Pakistan,2007,,4290,64.4,41.7,2.36,0.513,208.0
Pakistan,2008,55.5,4270,64.7,41.0,2.3,0.514,212.0
Pakistan,2009,54.9,4300,65.0,41.1,2.24,0.521,217.0
Pakistan,2010,,4280,65.3,41.5,2.19,0.525,221.0
Pakistan,2011,,4310,65.8,40.5,2.13,0.529,226.0
Palestine,1991,,1470,71.1,21.4,1.51,,364.0
Palestine,1992,,1740,71.3,21.5,1.51,,380.0
Palestine,1993,,1830,71.5,21.6,1.51,,397.0
Palestine,1994,,1980,71.8,21.4,1.51,,415.0
Palestine,1995,,2030,72.0,21.3,1.51,,435.0
Palestine,1996,,1960,72.1,17.6,1.51,,455.0
Palestine,1997,86.1,2150,72.1,19.0,1.51,,477.0
Palestine,1998,,2400,72.0,21.2,1.51,,498.0
Palestine,1999,,2530,71.9,22.4,1.51,,518.0
Palestine,2000,,2260,71.4,21.8,1.51,,535.0
Palestine,2001,,2000,71.7,17.4,1.51,,550.0
Palestine,2002,,1700,71.4,13.9,1.51,,561.0
Palestine,2003,,1890,71.3,15.3,1.52,,572.0
Palestine,2004,92.3,2030,71.5,15.3,1.52,0.648,582.0
Palestine,2005,,2200,71.9,16.3,1.52,0.6559999999999999,594.0
Palestine,2006,93.5,2060,71.9,16.7,1.52,0.6559999999999999,608.0
Palestine,2007,93.9,2140,72.0,17.5,1.52,0.6609999999999999,623.0
Palestine,2008,94.1,2200,72.1,16.7,1.52,0.6559999999999999,640.0
Palestine,2009,94.6,2330,71.9,16.3,1.52,0.667,657.0
Palestine,2010,94.9,2440,72.3,15.6,1.52,0.669,676.0
Palestine,2011,95.3,2670,72.1,18.2,1.52,0.674,694.0
Panama,1991,,8380,75.0,31.1,67.6,0.669,33.9
Panama,1992,,8880,75.0,33.8,67.3,0.6759999999999999,34.7
Panama,1993,,9170,75.0,36.6,67.1,0.682,35.4
Panama,1994,,9240,75.4,35.3,66.9,0.685,36.1
Panama,1995,,9210,75.5,35.3,66.6,0.691,36.9
Panama,1996,,9390,75.7,34.5,66.4,0.695,37.6
Panama,1997,,9800,75.9,35.2,66.2,0.7020000000000001,38.4
Panama,1998,,10300,76.2,34.5,65.9,0.71,39.2
Panama,1999,,10500,76.5,37.3,65.7,0.716,40.0
Panama,2000,91.9,10600,76.9,34.5,65.5,0.721,40.8
Panama,2001,,10400,77.1,32.5,65.2,0.725,41.6
Panama,2002,,10500,77.2,32.5,65.0,0.728,42.4
Panama,2003,,10700,77.3,33.8,64.8,0.733,43.2
Panama,2004,,11300,77.4,34.6,64.5,0.74,44.0
Panama,2005,,11900,77.5,37.2,64.3,0.7440000000000001,44.8
Panama,2006,,12700,77.5,36.8,64.1,0.743,45.6
Panama,2007,,13900,77.6,39.9,63.9,0.75,46.5
Panama,2008,,14900,77.6,43.0,63.7,0.755,47.3
Panama,2009,,14800,77.7,42.8,63.4,0.7559999999999999,48.1
Panama,2010,94.1,15400,77.8,41.4,63.2,0.758,49.0
Panama,2011,,16900,77.9,39.0,63.0,0.765,49.9
Papua New Guinea,1991,,1660,55.9,56.9,74.3,0.368,9.77
Papua New Guinea,1992,,1840,56.1,55.6,74.2,0.37799999999999995,10.0
Papua New Guinea,1993,,2120,56.4,53.9,74.2,0.389,10.3
Papua New Guinea,1994,,2190,56.7,53.5,74.2,0.39,10.5
Papua New Guinea,1995,,2060,57.0,54.4,74.2,0.39799999999999996,10.8
Papua New Guinea,1996,,2160,57.2,53.7,74.2,0.406,11.1
Papua New Guinea,1997,,2030,57.4,54.7,74.2,0.409,11.4
Papua New Guinea,1998,,1900,56.7,55.4,74.2,0.41100000000000003,11.7
Papua New Guinea,1999,,1890,57.6,55.6,74.2,0.418,12.0
Papua New Guinea,2000,57.3,1790,57.6,56.3,74.2,0.42200000000000004,12.3
Papua New Guinea,2001,,1740,57.6,56.8,74.2,0.428,12.6
Papua New Guinea,2002,,1700,57.6,57.2,74.2,0.433,12.9
Papua New Guinea,2003,,1690,57.6,57.4,74.2,0.439,13.3
Papua New Guinea,2004,,1700,57.6,57.6,74.2,0.446,13.6
Papua New Guinea,2005,,1760,57.6,57.2,74.2,0.45399999999999996,13.9
Papua New Guinea,2006,,1760,57.8,57.3,74.2,0.461,14.3
Papua New Guinea,2007,,1840,57.9,56.8,74.2,0.469,14.6
Papua New Guinea,2008,,1910,58.2,56.4,74.2,0.47700000000000004,15.0
Papua New Guinea,2009,,1980,58.4,56.0,74.1,0.485,15.3
Papua New Guinea,2010,,2090,58.7,55.3,74.1,0.494,15.7
Papua New Guinea,2011,62.4,2260,59.0,53.6,74.1,0.501,16.1
Paraguay,1991,,6090,74.5,57.3,52.8,0.585,10.9
Paraguay,1992,90.3,6040,74.5,57.2,52.4,0.589,11.2
Paraguay,1993,,6190,74.4,56.6,51.9,0.596,11.4
Paraguay,1994,,6360,74.4,58.7,51.5,0.6,11.7
Paraguay,1995,,6640,74.5,58.9,51.0,0.606,12.0
Paraguay,1996,,6590,74.5,52.2,50.5,0.613,12.3
Paraguay,1997,,6720,74.5,55.5,50.1,0.618,12.5
Paraguay,1998,,6580,74.5,55.3,49.6,0.622,12.8
Paraguay,1999,,6360,74.5,49.7,49.2,0.625,13.1
Paraguay,2000,,6090,74.4,51.7,48.8,0.624,13.3
Paraguay,2001,,5920,74.3,51.5,48.3,0.632,13.6
Paraguay,2002,,5810,74.3,50.8,47.9,0.642,13.9
Paraguay,2003,,5950,74.2,52.6,47.4,0.639,14.1
Paraguay,2004,,6090,74.0,53.2,47.0,0.6459999999999999,14.4
Paraguay,2005,,6120,74.1,54.0,46.5,0.648,14.6
Paraguay,2006,,6320,74.1,53.2,45.7,0.649,14.8
Paraguay,2007,94.6,6570,74.1,53.5,45.0,0.654,15.0
Paraguay,2008,93.3,6890,74.1,55.3,44.2,0.6629999999999999,15.2
Paraguay,2009,93.8,6530,74.0,55.8,43.4,0.664,15.4
Paraguay,2010,93.9,7290,74.1,52.4,42.7,0.675,15.6
Paraguay,2011,,7510,74.1,51.4,41.8,0.679,15.8
Peru,1991,,5320,69.5,38.9,60.7,0.616,17.4
Peru,1992,,5190,70.0,40.1,60.6,0.616,17.8
Peru,1993,87.2,5350,70.2,42.1,60.5,0.621,18.1
Peru,1994,,5900,70.7,43.9,60.3,0.632,18.5
Peru,1995,,6230,71.2,46.3,60.2,0.642,18.8
Peru,1996,,6300,71.9,46.9,60.0,0.647,19.1
Peru,1997,,6600,72.6,48.5,59.9,0.654,19.4
Peru,1998,,6480,73.3,49.3,59.8,0.664,19.7
Peru,1999,,6480,74.1,51.5,59.6,0.674,20.0
Peru,2000,,6560,74.8,47.7,59.5,0.677,20.2
Peru,2001,,6520,75.4,50.0,59.4,0.6859999999999999,20.5
Peru,2002,,6780,75.9,52.4,59.3,0.6859999999999999,20.8
Peru,2003,,6980,76.3,54.2,59.2,0.685,21.0
Peru,2004,87.7,7230,76.7,55.9,59.1,0.6920000000000001,21.3
Peru,2005,87.9,7600,77.1,57.6,59.0,0.693,21.6
Peru,2006,88.7,8070,77.5,60.0,58.9,0.696,21.8
Peru,2007,89.6,8650,77.7,61.5,58.8,0.7,22.1
Peru,2008,,9320,77.9,62.2,58.7,0.706,22.4
Peru,2009,,9310,77.9,62.8,58.6,0.708,22.7
Peru,2010,,9960,77.9,63.8,58.5,0.721,22.9
Peru,2011,,10400,78.1,62.3,58.3,0.725,23.2
Philippines,1991,,3890,67.3,42.2,22.1,0.5870000000000001,213.0
Philippines,1992,,3810,67.7,42.4,22.3,0.589,218.0
Philippines,1993,,3800,67.9,42.4,22.5,0.591,224.0
Philippines,1994,,3870,68.1,42.1,22.6,0.594,229.0
Philippines,1995,,3960,68.2,41.9,22.8,0.597,234.0
Philippines,1996,,4100,68.3,41.5,22.9,0.605,240.0
Philippines,1997,,4210,68.4,41.2,23.1,0.609,245.0
Philippines,1998,,4100,68.4,41.5,23.3,0.613,251.0
Philippines,1999,,4130,68.3,41.4,23.4,0.618,256.0
Philippines,2000,92.6,4220,68.2,41.1,23.6,0.622,262.0
Philippines,2001,,4260,68.3,41.1,23.6,0.625,267.0
Philippines,2002,,4320,68.2,40.9,23.6,0.631,273.0
Philippines,2003,92.6,4440,68.2,40.8,23.7,0.636,278.0
Philippines,2004,,4650,68.2,40.2,23.7,0.642,284.0
Philippines,2005,,4780,68.3,40.1,23.7,0.6459999999999999,289.0
Philippines,2006,,4940,68.3,39.7,23.6,0.648,294.0
Philippines,2007,,5180,68.5,39.6,23.4,0.655,299.0
Philippines,2008,95.4,5310,68.7,38.8,23.3,0.6609999999999999,304.0
Philippines,2009,,5290,68.8,38.9,23.1,0.662,309.0
Philippines,2010,,5600,69.0,38.5,22.9,0.669,314.0
Philippines,2011,,5710,69.2,39.9,23.7,0.6659999999999999,320.0
Poland,1991,,9520,70.7,34.1,29.1,0.7090000000000001,124.0
Poland,1992,,9730,71.1,33.1,29.1,0.713,125.0
Poland,1993,,10100,71.7,30.3,29.2,0.723,125.0
Poland,1994,99.4,10600,71.7,27.9,29.2,0.732,125.0
Poland,1995,,11300,71.9,26.9,29.3,0.738,126.0
Poland,1996,,12000,72.3,27.2,29.3,0.746,126.0
Poland,1997,,12700,72.6,26.5,29.4,0.759,126.0
Poland,1998,,13300,73.0,26.4,29.5,0.768,126.0
Poland,1999,,13900,73.1,22.6,29.5,0.777,126.0
Poland,2000,,14700,73.8,23.2,29.6,0.784,126.0
Poland,2001,,14900,74.2,24.3,29.7,0.79,126.0
Poland,2002,,15200,74.6,22.6,29.8,0.7959999999999999,126.0
Poland,2003,,15800,74.9,21.7,29.9,0.8,126.0
Poland,2004,99.6,16600,75.0,21.4,29.9,0.797,125.0
Poland,2005,,17200,75.2,22.8,30.0,0.8029999999999999,125.0
Poland,2006,,18300,75.3,24.3,30.1,0.8079999999999999,125.0
Poland,2007,,19600,75.4,26.3,30.2,0.813,125.0
Poland,2008,,20400,75.6,27.9,30.3,0.818,125.0
Poland,2009,,21000,75.8,27.3,30.4,0.8220000000000001,125.0
Poland,2010,,21800,76.3,26.4,30.5,0.8290000000000001,125.0
Poland,2011,99.7,22900,76.5,24.9,30.5,0.8340000000000001,125.0
Portugal,1991,88.0,21100,74.5,52.9,37.5,0.72,109.0
Portugal,1992,,21300,74.8,47.1,37.4,0.731,109.0
Portugal,1993,,20900,75.0,42.8,37.3,0.745,110.0
Portugal,1994,,21000,75.2,40.0,37.1,0.752,110.0
Portugal,1995,,21900,75.3,36.8,37.0,0.759,111.0
Portugal,1996,,22500,75.5,35.4,36.9,0.7659999999999999,111.0
Portugal,1997,,23400,75.8,37.9,36.8,0.772,112.0
Portugal,1998,,24400,76.0,42.4,36.7,0.779,112.0
Portugal,1999,,25200,76.3,41.8,36.6,0.777,113.0
Portugal,2000,,26000,76.7,41.1,36.5,0.782,113.0
Portugal,2001,,26300,77.0,42.3,36.4,0.7879999999999999,114.0
Portugal,2002,,26400,77.3,42.3,36.3,0.789,114.0
Portugal,2003,,26000,77.6,38.9,36.2,0.792,115.0
Portugal,2004,,26400,78.0,36.7,36.1,0.79,115.0
Portugal,2005,,26600,78.3,35.5,36.0,0.7929999999999999,115.0
Portugal,2006,,27000,78.8,35.1,35.9,0.797,116.0
Portugal,2007,,27600,79.0,34.8,35.8,0.804,116.0
Portugal,2008,,27600,79.3,34.5,35.7,0.809,116.0
Portugal,2009,,26700,79.6,31.1,35.5,0.812,116.0
Portugal,2010,,27200,79.8,28.0,35.4,0.818,116.0
Portugal,2011,95.4,26800,80.1,26.6,35.2,0.8240000000000001,116.0
Qatar,1991,,68300,74.9,50.2,0.0,0.7509999999999999,42.0
Qatar,1992,,75300,75.0,50.9,0.0,0.752,42.7
Qatar,1993,,73800,74.9,51.7,0.0,0.763,43.2
Qatar,1994,,74300,74.8,52.3,0.0,0.775,43.7
Qatar,1995,,75100,74.8,52.1,0.0,0.7829999999999999,44.2
Qatar,1996,,76700,74.9,49.9,0.0,0.7959999999999999,45.0
Qatar,1997,83.3,96600,75.0,46.3,0.0,0.8,46.0
Qatar,1998,,104000,75.1,43.6,0.0,0.804,47.4
Qatar,1999,,104000,75.1,41.9,0.0,0.8079999999999999,49.0
Qatar,2000,,108000,75.3,40.8,0.0,0.809,51.0
Qatar,2001,,108000,75.6,43.0,0.0,0.807,53.1
